Filename,Section_Context,Q_No,Question,QCategory-New,QSubCategory-New,Question Form,Answer
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತ ವಾಕ್ಯ ಬರೆಯಿರಿ.,4,ಈ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತ ವಾಕ್ಯ ಬರೆಯಿರಿ.: ಧನ್ಯತೆ,,,,
kannada-6thstd,General Exercise,2,ಹಾರುತ ತೇಲುತ ಮುಂದಕೆ ಸಾಗಿ ಚಂದ್ರನ,,,,
kannada-6thstd,General Exercise,3,ಪುಟ್ಟಿಯೇ ನಮ್ಮಿ ಮಂಗಳಗ್ರಹದ ದುರಂತ,,,,
kannada-6thstd,General Exercise,4,ಹಸಿರನು ಅಳಿಸದೆ ಗಿಡಮರ ಬೆಳೆಸಿ ಉಳಿಸುವೆವೆಂದಳು ಈ,,,,
kannada-6thstd,General Exercise,1,ಪುಟ್ಟಿಗೆ ಯಾರ ಹಾಗೆ ಹಾರುವ ಮನಸ್ಸಿತ್ತು?,,,,
kannada-6thstd,General Exercise,2,ಚಂದ್ರನ ಬಿಟ್ಟು ಮೇಲೆ ಹಾರಿದ ಪುಟ್ಟಿ ಎಲ್ಲಿಗೆ ಸೇರಿದಳು?,,,,
kannada-6thstd,General Exercise,3,ಪುಟ್ಟಿ ಯೋಗಿಗೆ ಏನೆಂದು ಕೇಳಿದಳು?,,,,
kannada-6thstd,General Exercise,4,ಮಂಗಳ ಗ್ರಹದಲ್ಲಿ ಬರ ಏಕೆ ಬಂದಿತು?,,,,
kannada-6thstd,General Exercise,5,ಪುಟ್ಟಿ ಜನರಲ್ಲಿ ಏನನ್ನು ಉಳಿಸಲು ಬೇಡಿದಳು?,,,,
kannada-6thstd,ಪದ್ಯಭಾಗವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿರಿ.,1,ಪದ್ಯಭಾಗವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿರಿ.: ಆಗಸದಲ್ಲಿ.,,,,
kannada-6thstd,ಪದ್ಯಭಾಗವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿರಿ.,2,ಪದ್ಯಭಾಗವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿರಿ.: ಮಳೆಬೆಳೆ.,,,,
kannada-6thstd,"ನಾಮಪದ, ನಾಮಪ್ರಕೃತಿ ಮತ್ತು ವಿಭಕ್ತಿ ಪ್ರತ್ಯಯಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.",1,ಗಗನ + ಅನ್ನು,,,,
kannada-6thstd,"ನಾಮಪದ, ನಾಮಪ್ರಕೃತಿ ಮತ್ತು ವಿಭಕ್ತಿ ಪ್ರತ್ಯಯಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.",2,ಶಾಲೆ + ಇಂದ,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿರುವ ಗುಣವಾಚಕ(ವಿಶೇಷಣ)ಗಳನ್ನು ಗುರುತಿಸಿರಿ.,1,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿರುವ ಗುಣವಾಚಕ(ವಿಶೇಷಣ)ಗಳನ್ನು ಗುರುತಿಸಿರಿ.: ರಫೀಕ್‌ನದು ದೊಡ್ಡಮನೆ.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿರುವ ಗುಣವಾಚಕ(ವಿಶೇಷಣ)ಗಳನ್ನು ಗುರುತಿಸಿರಿ.,2,ಅವಳಿಗೆ ಹಸಿರು ಬಣ್ಣ ಇಷ್ಟ.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿರುವ ಗುಣವಾಚಕ(ವಿಶೇಷಣ)ಗಳನ್ನು ಗುರುತಿಸಿರಿ.,3,ಪುಟ್ಟಿಯು ಕಂಡಳು ಕೆಂಪು ಬಂಡೆಯನು.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,1,ಡೇವಿಡ್‌ ಊರಿನಲ್ಲಿ ನೂರು ಹಸುಗಳಿವೆ.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,2,ಪೂರ್ಣಚಂದ್ರನು ಬೆಳಿಗ್ಗೆ ಐದು ಗಂಟೆಗೆ ಏಳುತ್ತಾನೆ.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,3,ಒಂದು ದಿನ ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಪುಟ್ಟಿಗೆ ರೆಕ್ಕೆಯು ಬಂದಿತ್ತು.,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,1,ಡಾರ್ವಿನ್ನರು ಹೊಸ ಕೀಟವನ್ನು 'ಹಮ್‌ಗ್' ಎಂದು ಏಕೆ ಕರೆದರು?,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,2,ಮಕ್ಕಳು ಚಿಟ್ಟೆಯ ರೆಕ್ಕೆಯನ್ನು ಯಾವುದಕ್ಕೆ ಅಂಟಿಸಿದರು?,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,1,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ವಿಮಾನ ನಿಲ್ದಾಣ,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,2,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಬಂದರು,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,3,ಪೌರಾಣಿಕ ನಾಟಕದ ಒಂದು ಸನ್ನಿವೇಶ,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,4,ಉಪಗ್ರಹ ಉಡಾವಣೆಯ ದೃಶ್ಯ,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,5,ವಸ್ತು ಪ್ರದರ್ಶನದ ಚಿತ್ರಗಳು,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,6,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಕೃಷಿ ಯಂತ್ರೋಪಕರಣಗಳು,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,7,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಕಾರ್ಖಾನೆಗಳು,,,,
kannada-6thstd,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,8,ಕೊಟ್ಟಿರುವ ವಾಕ್ಯಗಳಲ್ಲಿ ಸಂಖ್ಯಾವಾಚಕಗಳನ್ನು ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಮಾಲ್‌ಗಳು,,,,
kannada-6thstd,General Exercise,1,ಯಾರು ಹೋದ ಮೇಲೆ ನಮ್ಮ ಬದುಕು ಮೊದಲಿನಂತೆ ಆಗಿದೆ ಎಂದು ಕವಿ,,,,
kannada-6thstd,General Exercise,2,ಕವಿ ಯಾವುದು ಪ್ರತಿನಿತ್ಯ ತಪ್ಪಿಲ್ಲ ನಮಗೆ ಎಂದಿದ್ದಾರೆ?,,,,
kannada-6thstd,General Exercise,3,ಕವಿ ಏನನ್ನು ಕಳೆದುಕೊಂಡ ಬರಡು ಗಿಡ ನಾವು ಎಂದಿದ್ದಾರೆ?,,,,
kannada-6thstd,General Exercise,4,ತಾಳಿ ತಾಳಿ ಒಮ್ಮೆ ಏನಾಗಿ ಕುಟುಕುವನು?,,,,
kannada-6thstd,General Exercise,5,ನೀ ಹೋದ ಮರುದಿನ' ಪದ್ಯವನ್ನು ಬರೆದವರು ಯಾರು?,,,,
kannada-6thstd,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.,1,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.: ಸ್ವಾತಂತ್ರ್ಯ,,,,
kannada-6thstd,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.,4,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.: ಕುಟುಕು,,,,
kannada-6thstd,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.,2,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.: ಬದುಕು,,,,
kannada-6thstd,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.,3,ಸ್ವಂತ ವಾಕ್ಯದಲ್ಲಿ ಬಳಸಿರಿ.: ಸಂಭ್ರಮ,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,1,ಒಂದಾನೊಂದು ಕಾಲದಲ್ಲಿ ಒಂದು ದಟ್ಟವಾದ ಅರಣ್ಯವಿತ್ತು.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,2,ಲಘುಪತನಕ ಮರದ ಮೇಲಕ್ಕೆ ಹಾರಿತು.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,3,ತಾಯಿಗಿಂತ ಬಂಧುವಿಲ್ಲ; ಉಪ್ಪಿಗಿಂತ ರುಚಿಯಿಲ್ಲ.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,4,ಅಷ್ಟು ಸಾಕು; ಮುಂದಿನದು ನನಗೆ ಬಿಡು.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,5,"ಮಂಧರಕ, ಹಿರಣ್ಯರೋಮ, ಲಘುಪತನಕ ಮತ್ತು ಚಿತ್ರಾಂಗ ನಾಲ್ವರು ಗೆಳೆಯರು.",,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,6,ಬೇಡನು ಕೂಡಲೆ ಮಂಧರಕನನ್ನು ಬಲೆಯನ್ನು ನೆಲಕ್ಕಿಳಿಸಿ ಹೊರಟನು.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,7,ನೀನು ಏಕೆ ಓಡೋಡಿ ಬಂದೆ?,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,8,ಯಾರಿವರು? ಎಲ್ಲಿಂದ ಬಂದರು?,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,9,ಅಬ್ಬಾ! ಎಂಥ ಸೊಗಸಾದ ಹಾಡು.,,,,
kannada-6thstd,ಈ ಪದ್ಯದ ಸಾರಾಂಶವನ್ನು ನಿಮ್ಮ ಮಾತುಗಳಲ್ಲಿ ಬರೆಯಿರಿ.,4,ಮಗು ಮತ್ತು ಹಣ್ಣುಗಳು,,,,
kannada-6thstd,General Exercise,1,ಕವಿಯ ಪ್ರಕಾರ ಮಗು ಏನಾಗಬೇಕು?,,,,
kannada-6thstd,General Exercise,2,ಮಗು ಯಾವ ಹಣ್ಣಿನ ಹಾಗೆ ಬಾಗಬೇಕು?,,,,
kannada-6thstd,General Exercise,3,ಯಾವ ಹಣ್ಣಿನಂತೆ ಕುಗ್ಗಬೇಕು ಎಂದು ಕವಿಗಳು ಹೇಳುತ್ತಾರೆ?,,,,
kannada-6thstd,General Exercise,4,ಅಪರೂಪವಾದ ಹಣ್ಣು ಯಾವುದು?,,,,
kannada-6thstd,General Exercise,5,ಕಮರಿರುವ ಕಣ್ಣುಗಳಿಗೆ ಹೇಗೆ ಕಾಣಬೇಕು?,,,,
kannada-6thstd,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.,1,ಥಳ ಥಳ ಕೆಂಡ,,,,
kannada-6thstd,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.,2,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.: ಹಬ್ಬಿಕೋ,,,,
kannada-6thstd,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.,3,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.: ಎಲ್ಲರಿಗೂ,,,,
kannada-6thstd,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.,4,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.: ಬೆಲೆಯ,,,,
kannada-6thstd,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.,5,ಬಿಟ್ಟಸ್ಥಳ ತುಂಬಿರಿ.: ಸರಿಗಾತ್ರವಾಗಿ ಸಮನಿಸಲಿ,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,1,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ಹಣ್ಣಿನಂಗಡಿ,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,2,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ಕಣ್ಣರಳಿಸು,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,3,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ತುಂಟರೆಸೆಯುವ,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,4,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ಹುಳಿಗಟ್ಟುವುದು,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,5,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ನಿನ್ನೊಳಗೆ,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,6,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.: ಅಪರೂಪವಾಗು,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,1,ನೌಕಾಸೇನೆ :- ಭಾರತೀಯ ನೌಕಾಸೇನೆ ಭೂಸೇನೆಯಷ್ಟೇ ಹಳೆಯದು.,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,2,ಒಂದು ಬಿಲದೊಳಗೆ 'ಹಿರಣ್ಯರೋಮ' ಎಂಬ ಮೂಷಿಕವು ಮನೆಮಾಡಿಕೊಂಡಿತ್ತು.,,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,3,"“ಸ್ವಾಮಿ, ನನಗೆ ಅದೃಷ್ಟವಿಲ್ಲ. ಈಗಲೂ ನನ್ನ ಹೃದಯ ಅವನಿಗಾಗಿ ಮಿಡಿಯುತ್ತಿದೆ.",,,,
kannada-6thstd,ಈ ಪದಗಳನ್ನು ಬಿಡಿಸಿ ಬರೆಯಿರಿ.,1,ನಾಟ್ಯಕಲಾ ದುರಂಧರ ಮಹಮ್ಮದ್ ಪೀರ್,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,1,ಕನ್ನಡ ರಾಘವ ಎಂದು ಪ್ರಸಿದ್ಧರಾದವರು ಯಾರು?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,2,ಮಹಮ್ಮದ್ ಪೀರ್ ಅವರು ಯಾರ ಆಶ್ರಯದಲ್ಲಿ ಬೆಳೆದರು?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,3,ಮಹಮ್ಮದ್ ಪೀರ್ ಅವರಿಗೆ ನಾಟಕದ ಅಭಿರುಚಿ ಯಾವಾಗ ಹತ್ತಿತು?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,4,ಮಹಮ್ಮದ್ ಪೀರ್ ಅವರ ಯಾವ ಪಾತ್ರಗಳು ವಿಶೇಷ ಖ್ಯಾತಿಗೆ ಪಾತ್ರವಾಗಿವೆ?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,5,ಮಹಮ್ಮದ್‌ ಪೀರ್‌ರವರ ತಂದೆ ತಾಯಿ ಹೆಸರೇನು?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,2,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :: ಅವ್ವ,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,1,ಕವಯಿತ್ರಿಯು ತಾಯಿಯ ಪಾದಕ್ಕೆ ಏನು ತರುತ್ತಾಳೆ?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,2,ಜಗತ್ತಿನಲ್ಲಿ ಮಿಗಿಲಾದುದು ಯಾವುದು?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,3,ತಾಯಿ ಮಗುವಿಗೆ ಏನನ್ನು ಕಲಿಸುತ್ತಾಳೆ?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,4,ಮಗು ಬಿದ್ದಾಗ ತಾಯಿ ಹೇಗೆ ರಮಿಸುತ್ತಾಳೆ?,,,,
kannada-6thstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿರಿ :,5,ತಾಯಿ ಮಗುವಿಗೆ ಏನನ್ನು ಕುಡಿಸುತ್ತಾಳೆ?,,,,
kannada-6thstd,General Exercise,0,"ರಾಷ್ಟ್ರೀಯ ಹಾಗೂ ರಾಜ್ಯ ಪಠ್ಯಕ್ರಮ ಚೌಕಟ್ಟುಗಳು ಮತ್ತು ಸಂವಿಧಾನದ ಆಶಯಗಳಿಗೆ ವ್ಯತಿರಿಕ್ತವಾಗದಂತೆ,",,,,
kannada-7thstd,General Exercise,8,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",,,,
kannada-7thstd,General Exercise,5,ನಿರ್ದಿಷ್ಟ ಪಠ್ಯಗಳನ್ನು ಬೋಧಿಸುವ ಶಿಕ್ಷಕರಿಂದ ಪಡೆದುಕೊಂಡ ಅಭಿಪ್ರಾಯಗಳು ಸಹ ಪ್ರಸ್ತುತ ಪರಿಷ್ಕರಣೆಯಲ್ಲಿ ಅಪಾರ,,,,
kannada-7thstd,General Exercise,1,ಪುಟ್ಟಜ್ಜಿ ಪುಟ್ಟಜ್ಜಿ ಕತೆ ಹೇಳು,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ಪುಟ್ಟಜ್ಜಿಯ ಬಳಿ ಹುಡುಗ ಯಾವ ಕತೆ ಹೇಳಬೇಕೆಂದು ಕೇಳಿದನು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ಯುವಕ ಮನೆಯ ಮುಂದೆ ಏನು ಮಾಡಿದನು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,3,ಜಿಂಕೆಯ ಕುತ್ತಿಗೆಯಲ್ಲಿ ಏನಿತ್ತು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,4,ಹುಲಿ ಸೋತು ಏನು ಮಾಡಿತು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,5,ಯುವತಿ ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತೇನೆ ಎಂದಾಗ ಚುಕ್ಕಿ ಏನು ಮಾಡಿತು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರಿಸಿ.,6,ಹಳ್ಳದ ದಂಡೆಯ ಮೇಲಿನ ಊರು ಏನಾಯಿತು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,1,ಹಳ್ಳ ಹರಿದು ಊರ ಜನರಿಗೆ ಏನು ಮಾಡಿದೆ?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,2,ಯುವಕ ಹಳ್ಳದ ಬಳಿಗೆ ಬಂದು ಏನು ಮಾಡಿದನು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,3,ಹುಲಿ ಮತ್ತು ಯುವಕನ ನಡುವೆ ನಡೆದ ಸಂಭಾಷಣೆ ಏನು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,4,ಜಿಂಕೆಯನ್ನು ನೋಡಿದ ಯುವತಿ ಏನು ಮಾಡಿದಳು?,,,,
kannada-7thstd,ಕೊಟ್ಟಿರುವ ಪ್ರಶ್ನೆಗಳಿಗೆ ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರಿಸಿ.,5,ಯುವಕ ಚುಕ್ಕಿಯ ಬಗೆಗೆ ಯುವತಿಗೆ ಏನು ಹೇಳಿದನು?,,,,
kannada-7thstd,ಈ ವಾಕ್ಯಗಳನ್ನು ಯಾರು ಯಾರಿಗೆ? ಹೇಳಿದರು ಎಂಬುದನ್ನು ಬರೆಯಿರಿ.,1,“ಯಾವುದಾದರೊಂದು ಹಾಡ್ಡತೆ ಹೇಳು.”,,,,
